A_Name_Ch,A_Summary,A_Keywords,A_AlsoKnown,A_Geo,A_Location,A_POIGroup,A_Name_En,A_Name_Latin,A_Phylum,A_Class,A_Order,A_Family,A_Conservation,A_Distribution,A_Habitat,A_Feature,A_Behavior,A_Diet,A_Crisis,A_Interpretation,A_Theme_Name,A_Theme_URL,A_Adopt,A_Code,A_Pic01_ALT,A_Pic01_URL,A_Pic02_ALT,A_Pic02_URL,A_Pic03_ALT,A_Pic03_URL,A_Pic04_ALT,A_Pic04_URL,A_pdf01_ALT,A_pdf01_URL,A_pdf02_ALT,A_pdf02_URL,A_Voice01_ALT,A_Voice01_URL,A_Voice02_ALT,A_Voice02_URL,A_Voice03_ALT,A_Voice03_URL,A_Vedio_URL,A_Update,A_CID
埃及聖鹮,,,,MULTIPOINT ((121.5898159 24.9954408)),鳥園區,,Sacred Ibis,Threskiornis aethiopicus,脊索動物門,鳥綱,鸛形目,鹮科,暫無危機 LC,非洲及馬達加斯加島。,主要生活於內陸的淡水域、草原、農耕地、海岸的潟湖及潮間帶。也會出現在人類的生活環境下，如垃圾堆、農場等。,"級飛羽及次級飛羽的羽端為黑色。有很特別的嘴型，又長又黑，又彎又鉤是本屬鳥類中嘴巴最厚的一種。
在繁殖期，下頸處的皮膚裸露。黑色的飾羽較近似種多而不整齊。成鳥的頭頸部黑色，亞成鳥的頭頸部有白色的條紋。","聖鹮常成群在白天覓食，直接啄向獵物或在泥地探獵物。
聖環行集體繁殖，常與其他鸛形目的鳥混群繁殖。在樹上或灌叢或島嶼的裸露地面築巢，巢是大型的平台狀，由枝條組成，內襯樹葉及草。一窩有2-3個蛋。",主要吃昆蟲，也會吃甲殼類、軟體動物、魚、青蛙、蜥蜴及小型哺乳類。,,,,,,Ibis-SA,埃及聖鹮,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Ibis-SA/Ibis-SA_Pic01.jpg,埃及聖鹮,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Ibis-SA/Ibis-SA_Pic02.jpg,埃及聖鹮,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Ibis-SA/Ibis-SA_Pic03.jpg,埃及聖鹮,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Ibis-SA/Ibis-SA_Pic04.jpg,,,,,,,,,,,,2015/11/23,227
赤翡翠,,,,MULTIPOINT ((121.5898159 24.9954408)),鳥園區,,,,,,,,,,,,,,,,,,,Kingfisher-R,赤翡翠,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Kingfisher-R/Kingfisher-R_Pic01.jpg,,,,,,,,,,,,,,,,,,2015/11/23,228
簑羽鶴,,,,MULTIPOINT ((121.5898159 24.9954408)),鳥園區,,Demoiselle Crane,Anthropoides virgo,脊索動物門,鳥綱,鶴形目,鶴科,暫無危機 LC,歐亞大陸中部，從黑海東至蒙古及中國大陸東北部。在印度及非洲的撒哈拉地區（從查德至衣索匹亞）渡冬。在土耳其及非洲西北部有一小群沒有連續分布的繁殖群。,,最小型的鶴。與羽衣鶴同為現生鶴類在頭部完全長有羽毛及頭上沒有裸露的紅皮膚。除了頭頸及次級飛羽羽端黑色和白色耳羽從眼後延伸至頸背上部外，全身為一致的灰色。前頸的黑色羽毛延伸下垂至胸部下方。瞳孔淺紅-鞠紅色。幼鳥一般具有較暗的灰色，頭及頸較淺色，耳羽沒有那麼明顯。叫聲的音頻低但刺耳。,在春天繁殖，主要在4-5月，但在北方可遲至6月。巢沒有怎樣處理，就在地面的開闊草地、農耕地或碎石上。卵石及一些植物性材料有時會用來襯巢，但蛋時常直接就下在地面上。通常一窩有2個蛋。孵化期27-29天。小鶴身體上面淺褐色，身體下面淺灰白色。羽翼豐滿期55-65天，是所有鶴中最短的。第二年就可以達到性成熟。,主要是草類的種子及其他植物性物質。也會吃昆蟲，特別是在夏天時會吃甲蟲、蠕蟲、蜥蜴及其他脊椎動物。當覓食時，行走緩慢。遷移時期間，在中途停留處及渡冬區會聚集形成大量的群。在農耕地覓食，會造成穀類及豆類的損失。,,,,,,Crane-D,簑羽鶴,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Crane-D/Crane-D_Pic01.jpg,簑羽鶴,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Crane-D/Crane-D_Pic02.jpg,簑羽鶴,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Crane-D/Crane-D_Pic03.jpg,簑羽鶴,http://www.zoo.gov.tw/iTAP/03_Animals/BirdWorld/Crane-D/Crane-D_Pic04.jpg,,,,,,,,,,,,2015/11/23,229
紅隼,,,,MULTIPOINT ((121.5898159 24.9954408)),鳥園區,,Common Kestrel?,Falco tinnunculus?,脊索動物門,鳥綱,隼形目,隼科,暫無危機 LC,廣泛分布於歐、亞及非洲大陸,"頗為適應各種開闊及樹林中度密集的樹林、草原及低矮灌叢區、農耕地帶、城鎮及市郊。
從海岸至高山的草原都可以適應，分布的海拔可達4500公尺。需要適當的停棲處，如樹、電線桿、建築物及露頭的岩塊。","體長約30公分。體重約200公克。翼展寬約70公分。
雄鳥頭及尾灰色，近尾端有黑色橫帶；翼端黑色，其它部份及背部則為栗色，雜有黑色斑點；腹面淺色有黑色斑點。雌鳥全身的色調較一致，但黑色的斑點較密。
亞種的區別在於體型的大小、羽色、斑點的密度及尾巴的紋路。
非洲的型一般來說羽色較暗及栗色，熱帶及南非的亞種在雌雄的分別差異變小了。",下蛋隨各地有所不同。築巢處的變異性也很大，岩石及建築物的平台及洞，樹洞或其它鳥類的舊巢也會利用。一窩下3-6個蛋，每兩天下一個蛋。孵化期27-31天，由雌鳥孵蛋。初期的雛鳥食物完全由雄鳥捕捉回來。27-35天雛鳥羽翼豐滿。曾有活最久的記錄是16歲。,主要是吃小型的哺乳類，但也會吃雛鳥、蜥蜴及昆蟲等無脊椎動物。通常從棲處或低空蒐尋地面，當偵測到地面的獵物時，會在空中定點展翼飛行，伺機俯衝捕抓。,,,,,,,,,,,,,,,,,,,,,,,,,,2017/7/11,
栗鳶,,,,MULTIPOINT ((121.5898159 24.9954408)),鳥園區,,Brahminy Kite?,Haliastur indus?,脊索動物門,鳥綱,隼形目,鷲鷹科,暫無危機 LC,南亞、馬來半島、澳洲至亞洲的地區，包括巴基斯坦、印度、中國大陸東南部、東南亞至澳洲的區域。有4個亞種。,有樹林的海岸、河口及沿岸的河流。, 體長約50公分，體重約500公克，翼展寬約100公分。頭、頸、胸及上腹白色，有黑褐色細縱紋，其它部位為栗色。亞種的差異在羽色及嘴色的不同。澳洲亞種的頭及胸較白；所羅門島的亞種則有黃色的嘴。,熱帶的種類在乾季繁殖；亞熱帶的在晚冬及春天繁殖。巢是由枝條組成的平台40-60公分寬，20公分深，巢內襯樹葉及其它柔軟的材料。巢離地面2-30公尺高的樹上或人造物上。一窩下1-2個蛋。孵化期35天，由雌鳥孵蛋。雛鳥50-56天羽翼豐滿。2歲大的鳥就開始有繁殖能力。,各類的小型動物及腐屍，包括哺乳類、鳥類、爬蟲類、兩生類、魚類、節肢動物、甲殼類，有時也會吃家禽類。從棲處或在高空滑翔或站在地面找尋食物。俯衝捕捉獵物或短途追逐獵物。,,,,,,,,,,,,,,,,,,,,,,,,,,2017/7/11,
鳳頭蒼鷹,,,,MULTIPOINT ((121.5898159 24.9954408)),鳥園區,,Asian Crested Goshawk , Accipiter trivirgatus ,脊索動物門,鳥綱,隼形目, 鷲鷹科,暫無危機 LC,印度、中南半島、馬來半島、華南、華中及台灣。,生活於低地的落葉林及常綠林," 體長約40公分，重約350公克，翼展寬約70公分。體型中等大小的蒼鷹類，翼短而圓，短羽冠通常後縮不可見。
有暗色的喉央線。尾長有明暗色橫帶。雌鳥體型較大且體色較偏褐色。幼鳥類似成鳥，但體色偏褐色及偏淡。","翼短而圓，非常適合在樹林中穿梭飛行。滯空飛行的時間通常少於5分鍾。
在大樹上築巢，巢由枝條組成，內襯綠葉。有非常壯觀的展示飛行，常在領域的上空滑翔，白色的尾上覆羽散開明顯可見。一窩通常2個蛋。",覓食小型哺乳類、蜥蜴、青蛙、大型昆蟲及鳥類。常躲在樹林裡，伺機捕捉經過的小型動物。,,,,,,,,,,,,,,,,,,,,,,,,,,2017/7/11,
小葵花鳳頭鸚鵡,,,,MULTIPOINT ((121.5898159 24.9954408)),鳥園區,,Yellow-crested Cockatoo,Cacatua sulphurea,脊索動物門,鳥綱,鸚形目,鳳頭鸚鵡科,CR,印尼的一些島嶼。可能已被引進新加坡。,海平面至海拔1200公尺的開闊的樹林、農耕地、林緣地帶。在村鎮附近，常可在椰子樹上見到。,體長33公分。成鳥整體羽色白色。耳羽鮮黃色。翼下飛羽及尾羽有濃黃色調。黃色窄羽冠向前彎曲。裸露的眼圈乳白色。嘴灰黑色。雄鳥瞳孔暗褐色，雌鳥淺褐紅色。腿暗灰色。亞成鳥：類似成鳥。瞳孔淺灰色。,"非常吵鬧及明顯的鳥類。在綠色的樹林襯托下，白色的鳥變得非常明顯，但在乾旱的季節裡，大地轉為淺褐色，牠們就沒有那麼明顯。
通常成對或小群出現，但在覓食時會有較大的群形成。飛行方式類似鳳頭葵花鸚鵡。
巢位於樹的中空處。在圈養下，一窩3個蛋，孵化期24天。兩性都孵蛋，雄鳥白天孵蛋。孵化後約10週幼鳥離巢。",食物包括種子、堅果、漿果、果實及花朵（可能）。主要在樹頂覓食。,,,,,,,,,,,,,,,,,,,,,,,,,,2017/7/11,
黃冠亞馬遜鸚鵡,,,,MULTIPOINT ((121.5898159 24.9954408)),鳥園區,,Yellow-crowned Amazon,Amazona ochrocephala?,脊索動物門,鳥綱,鸚形目,鸚鵡科,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/7/11,
黃頸亞馬遜鸚鵡,,,,MULTIPOINT ((121.5898159 24.9954408)),鳥園區,,Yellow-naped parrot?,Amazona auropalliata,脊索動物門,鳥綱,鸚形目,鸚鵡科,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/7/11,
葵花鳳頭鸚鵡,,,,MULTIPOINT ((121.5898159 24.9954408)),鳥園區,,,,脊索動物門,鳥綱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017/7/11,
無尾熊,,,,"MULTIPOINT ((121.5823688 24.9983738), (121.5824439 24.998155))",無尾熊館,,Koala,Phascolarctos cinereus,脊索動物門,哺乳綱,有袋目,無尾熊科,,"野生的無尾熊分布於澳洲大陸的東部及東南部,最北到雅瑟頓(Atherton)臺地,最西到凱爾斯(Cairns),最南到維多利亞海岸.這些區域包括了昆士蘭州,新南威爾斯州,維多利亞州,及南澳大利亞州.現今多數的族群,因火災及棲地遭嚴重的開發破壞,而被切割成小群落散居的狀態.",桉樹林中。,"1.體重:由北到南遞增,生長在南方的體型較大.昆士蘭雄性無尾熊平均體重約6.5公斤(4.2-9.1),雌熊則為5.1公斤(4.1-7.3)
維多利亞雄性平均體重12公斤(9.5-14.9),雌熊則為8.5公斤(7.0-11.0). 
2.毛色:由北到南毛色逐漸變深,昆士蘭無尾熊毛色為灰色,維多利亞則為紅褐到灰褐色.
3.前掌:第1,2趾與第3,4,5趾分別位於對側.鋏形的前掌構造推測與抓握較細小的枝幹有關,前掌所有的趾端都有彎曲程度很大的勾爪,以利攀爬.後掌的第2,3趾合併成1趾,後掌前端的爪子也因應梳理身上絨毛的功能,變成梳齒般的形狀.這種足趾融合的狀態(Syndactyl)是鑑別雙門齒亞目有袋動物的特徵之一.","英文名字Koala是澳洲原住民語「不喝水」的意思，身體所需的水分從尤加利樹葉中取得。
屬樹棲動物，除非要移居、繁殖、覓食等狀況，其餘時間均在樹上。
屬於夜行性動物，白天大部分的時間是在睡眠和休息，每天花在睡眠及休息的時間約17-20小時。
喜歡獨居，每年特定季節會有週期性發情，發情週期約為35日，為誘發性排卵。懷孕期約34至36日，剛出生時只有1.9公分長，0.5公克重，自母獸泄殖腔產出後花費數小時爬到袋內，然後緊咬袋中乳頭不放。","無尾熊以尤佳利(桉樹)為主食,而且通常只採食嫩葉及嫩莖的部位.尤佳利為澳洲的鄉土樹種,總類繁多，偶而也採食其他植物的嫩葉或花朵，例如紅膠木屬的黃陽木和木棉樹及紅瓶刷子樹的花。",,,,,,Koala,無尾熊,http://www.zoo.gov.tw/iTAP/03_Animals/KoalaHouse/Koala/Koala_Pic01.jpg,無尾熊,http://www.zoo.gov.tw/iTAP/03_Animals/KoalaHouse/Koala/Koala_Pic02.jpg,無尾熊,http://www.zoo.gov.tw/iTAP/03_Animals/KoalaHouse/Koala/Koala_Pic03.jpg,無尾熊,http://www.zoo.gov.tw/iTAP/03_Animals/KoalaHouse/Koala/Koala_Pic04.jpg,,,,,,,,,,,,2015/11/23,230
小爪水獺,,,,"MULTIPOINT ((121.5829850 24.9965557), (121.5837092 24.9955201))",亞洲熱帶雨林;熱帶雨林區;溫帶動物區,,Asian Small-Clawed Otter,Aonyx cinereus,脊索動物門,哺乳綱,食肉目,貂科,,亞洲從印度南部、馬來半島到中國南部的沿海地區，以及蘇門答臘和婆羅洲地區,淡水濕地、湖泊、河川下游的河套、紅樹林等地區,"頭軀幹長呈流線型，四肢短，各趾間有蹼膜，毛短而密。
小爪水獺是全世界體型最小的水獺，游泳時耳朵貼著頭部、前腳靠著腹部、圓形的鼻子也可以減少水中的阻力。靈活運用前爪捕捉獵物，或是搬開石頭翻找食物。","群居生活，喜歡社交和用聲音溝通的動物
棲息於內陸淡水區域，也可適應河口或海水環境，活動路線固定，範圍大。
活動以夜間為主，潛水、游泳能力強，可在水中追捕獵物，但仍需至水面換氣。
在水邊土堤上築巢，入口在水面下，經由斜坡道進入位於水面上的巢室，巢內墊樹皮及草。

",捕食水中無脊椎動物、甲殼類、魚類、兩生爬蟲類及水域附近的水禽、嚙齒類。,雖然小爪水獺受到華盛頓公約的保護，但是牠們居住環境已經面臨嚴重破壞、汙染。如今在香港、新加坡等原棲地都已不見其蹤跡。自然生態保育聯盟(IUCN)已成立水獺專家團隊，對於野外的小爪水獺進行調查，並擴大保育地區的範圍,,,,,Otter-O,小爪水獺,http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Otter-O/Otter-O_Pic01.jpg,小爪水獺,http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Otter-O/Otter-O_Pic02.jpg,小爪水獺,http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Otter-O/Otter-O_Pic03.jpg,小爪水獺,http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Otter-O/Otter-O_Pic04.jpg,,,,,,,,,,,,2018/12/13,231
小貓熊,,,,MULTIPOINT ((121.5905508 24.9925005)),溫帶動物區,,Lesser Panda,Ailurus fulgens,脊索動物門,哺乳綱,食肉目,浣熊科,,海拔2000公尺以上的森林，主要分布於四川、雲南及尼泊爾北部。,森林或竹林,外觀既像熊又像貓，故名。身上大部分為深棕色，四肢為黑色，蹠底顏色較淡，且有毛可防滑，眼睛邊緣為黑色，尾部則為環狀黑白相間。,睡覺的姿態似犬貓般捲曲，將尾部繞過頭頂，或是以一肢支撐身體，將頭部縮在兩腿間的胸下休息。夜行性或晨昏活動的動物，白天在樹上睡覺。生性溫馴、好奇，善於攀爬，但也常在地面覓食。會發出短哨音或吱吱聲，激怒時則會以後肢站立，並發出尖銳的嘶嘶聲。興奮時會從肛門腺釋放出麝香的氣味。也會利用肛門腺在物體上摩擦以留下氣味做為領域性的標示記號。,雜食。吃竹葉、筍尖、草、根、果實、橡實，以及昆蟲、小鳥、蛋、小型鼠類等。,1、森林過度採伐，棲地被破壞。 2、作為一種傳統的“毛皮獸”被大量獵捕。 3、熊貓犬瘟熱等傳染病和十餘種寄生蟲病，導致許多小熊貓死亡。,,,,,RedPanda,小貓熊,http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/RedPanda/RedPanda_Pic01.jpg,小貓熊,http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/RedPanda/RedPanda_Pic02.jpg,小貓熊,http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/RedPanda/RedPanda_Pic03.jpg,小貓熊,http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/RedPanda/RedPanda_Pic04.jpg,,,,,,,,,,,,2015/11/23,232
山獅,,,,MULTIPOINT ((121.5901887 24.9929381)),溫帶動物區,,"Puma, Mountain Lion",Puma concolor,脊索動物門,哺乳綱,食肉目,貓科,,北美及南阿根廷至加拿大英屬哥倫比亞一帶。,棲地型態廣泛，包括高海拔的針葉林，低海拔的熱帶森林，草原及沼澤地。活躍於海平面至海拔4000m的山區。低漥的熱帶森林，沼澤、草地、乾旱灌叢區，山區的落葉林，以及任何適合掩蔽和捕掠的地區。,"雄獸53- 100公斤、雌獸29- 64公斤。粗短毛，毛色為黃褐色到紅棕或藍灰色，喉嚨、胸部到腹部為白色，粉紅色的鼻頭邊緣有黑色延續至唇部。體軀修長、頭小、臉短、頸長、尾長，肢體結實，後腳比前腳大，耳圓而短小。尾長達身體的1/3，尾尖則為黑色，腳掌寬大，前腳四趾，後腳五趾，腳爪彎曲銳利。
",是捕獵高手，在夜間有絕佳的視力嗅覺甚佳，在濃密的森林中憑氣味就可以追蹤獵物；也是跳躍高手，由靜止一躍可達6-7公尺，短跑極快，但數百公尺內即疲乏。長長的觸鬚就像人類敏感的手指尖，可以感覺週遭的物體；聽力非常好，多半夜晚狩獵，可以在黑夜中轉動耳朵辨別聲音來源。獨來獨往，只有繁殖期雌、雄山獅才會在一起幾天。,肉食性動物。主食為麋鹿、馴鹿及白尾鹿，也會進食齧齒目及魚等。也捕食小型動物如豪豬、海狸、野兔、蛇甚至蛞蝓等。有儲存食物的習慣，會將吃剩的食物藏於石頭或樹葉下。,,,,,,Puma,山獅,http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Puma/Puma_Pic01.jpg,山獅,http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Puma/Puma_Pic02.jpg,山獅,http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Puma/Puma_Pic03.jpg,山獅,http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Puma/Puma_Pic04.jpg,,,,,,,,,,,,2015/11/23,233
加拿大河狸,,,,MULTIPOINT ((121.5894082 24.9924968)),溫帶動物區,,"Canadian Beaver, American Beaver",Castor canadensis,脊索動物門,哺乳綱,囓齒目,河狸科,,阿拉斯加、加拿大、美國至墨西哥北部。,半水棲性，小河或池塘。,"後腳有蹼,尾巴寬寬扁扁,幾乎沒有毛只有鱗片覆蓋.在肛門附近有一對腺體,分泌有氣味的物質留在石頭或泥上,作為河狸間辨識彼此的方式.重13-27公斤。","會利用樹枝,樹幹建築水壩,住所和運河。牠們築霸的目的是造成一個靜水水域，以在此水域中建築住所，躲避敵害及存放食物。若水域原本就是一較大且深的湖或河流，水流緩慢，牠們就不做水壩。","牠們吃樹幹,樹枝,落葉樹的根,水生植物像蓮花的嫩芽等.牠們會把這些樹枝固定在水面上,最為冬季的食物。","牠們因有厚皮毛和肛門腺體,被人類大量獵捕作為藥用或油膏,或因阻斷人類要利用的水路而遭殺害.其族群因人類利用溼地,水污染及建設水力電廠而大量減少。",河狸做水壩，本是為給自己一個家，可是沒料到，這種行為反而間接造福了許多動、植物。因為水壩的建築形成一個水潭，許多植物也因此在水潭邊成長，植物成了許多草食動物的食物，而草食動物又是肉食動物的食物，造就成一個食物網；如果河狸不見了，許多生物亦無法存活，由此可知「一種物種的消失，會造成多少生物的浩劫」。,,,,Beaver,加拿大河狸,http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Beaver/Beaver_Pic01.jpg,加拿大河狸,http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Beaver/Beaver_Pic02.jpg,加拿大河狸,http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Beaver/Beaver_Pic03.jpg,加拿大河狸,http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Beaver/Beaver_Pic04.jpg,,,,,,,,,,,,2015/11/23,234
北美灰狼,,,,MULTIPOINT ((121.5900815 24.9932772)),溫帶動物區,,Gray Wolf,Canis lupus,脊索動物門,哺乳綱,食肉目,犬科,,北美洲、墨西哥及歐亞大陸。,,體毛不長，一般為灰色，背部為褐灰色、黑灰色，腹部及四肢則為黃白色。外型似大狗，有鬃毛，四肢細長，前肢五趾，後肢四趾，中央趾最長。尾筆直，瞳孔成圓形，目光炯炯有神；嗅覺敏銳，口吻長，鼻大。,狼是社會性的動物，通常5-9隻成群居住。基本上由一對成狼和牠們的孩子及近親所組成；有明顯的支配階級，狼群中最強壯者便是位階最高的，其他個體必須服從；僅帶頭的雌狼、雄狼擁有交配權。,肉食性動物。,,,,,,Wolf,北美灰狼,http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Wolf/Wolf_Pic01.jpg,北美灰狼,http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Wolf/Wolf_Pic02.jpg,北美灰狼,http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Wolf/Wolf_Pic03.jpg,北美灰狼,http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Wolf/Wolf_Pic04.jpg,,,,,,,,,,,,2015/11/23,235
北美浣熊,,,,MULTIPOINT ((121.589132 24.99234)),溫帶動物區,,"Raccoon, North American Raccoon",Procyon lotor,脊索動物門,哺乳綱,食肉目,浣熊科,,加拿大南部至南美洲北部,經常出沒在森林和灌叢區，通常靠近水邊。往往以空心樹為洞穴。除此之外，岩縫、倒地的樹椿、其他動物使用過的洞穴，或是人類的建築物均可能成為他們的棲所。沼澤地區的浣熊大部分會以麝香鼠的居所為棲地。洞窟停留時間只有1-2天，除非是適逢嚴冬或產仔獸之用。,眼睛周圍有黑色的標誌，好像掛上眼罩的賊。通常雄性比雌性大，北方的個體比南方的大。體色灰色或是近乎黑色，略帶棕或紅色調。尾巴上有5-10到黑色環紋，毛的質地佳。頭骨的後半部寬廣而口鼻部尖。趾上無蹼，爪不能伸縮。前趾相當長，指尖可張得很開，腳印與人十分相似。頭體長41.5~60cm，尾長20~40.5cm，肩高22.8~30.4cm，體重通常2~12kg。,"傾向於夜行性。善於攀爬與游泳。
不冬眠，在較溫暖的地區，牠們一年四季都很活躍，在寒冷的地區，牠們會躲在洞穴中過冬，天氣暖的時候就會跑出來活動，即使在冬天，牠們的體溫不會降低，代謝速率也不會減慢，只依賴身體內的脂肪過冬，因此，一個冬季可以消耗牠們將近一半的體重。
浣熊的鼻子及手掌感覺非常敏銳，食物通常是由前肢探索並送入口中的，也為牠博得「浣熊」之名(「浣」意思為「洗滌」)。",雜食性。食物包括螃蟹、其他節肢動物、蛙類、魚、堅果、種子、漿果。,,,,,,Raccoon,北美浣熊,http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Raccoon/Raccoon_Pic01.jpg,北美浣熊,http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Raccoon/Raccoon_Pic02.jpg,北美浣熊,http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Raccoon/Raccoon_Pic03.jpg,北美浣熊,http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Raccoon/Raccoon_Pic04.jpg,,,,,,,,,,,,2015/11/23,236
亞洲黑熊,,,,MULTIPOINT ((121.5903644 24.9927193)),溫帶動物區,,Asiatic Black Bear,Ursus thibetanus,脊索動物門,哺乳綱,食肉目,熊科,,亞洲。,潮濕的闊葉林或山中的灌叢地。,胸前有一V字型斑紋，故又名Moon bear，體型比北美黑熊小。,夏季牠們活動的地帶高達海拔3600公尺，冬季則下降至海拔較低處。熊冬眠時不進食，所需能量仰賴平日積存的脂肪。,果實、葉子、花、蜂蜜、昆蟲。,在中國大陸、日本、南韓，常被利用做藥用或菜餚。小熊則被抓來訓練成馬戲團動物，棲地則大量遭到破壞。,,,,,Bear-B,亞洲黑熊,http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Bear-B/Bear-B_Pic01.jpg,亞洲黑熊,http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Bear-B/Bear-B_Pic02.jpg,亞洲黑熊,http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Bear-B/Bear-B_Pic03.jpg,亞洲黑熊,http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Bear-B/Bear-B_Pic04.jpg,,,,,,,,,,,,2015/11/23,237
阿拉斯加棕熊,,,,MULTIPOINT ((121.5906286 24.9927679)),溫帶動物區,,Brown Bear,Ursus arctos,脊索動物門,哺乳綱,食肉目,熊科 ,,歐洲、亞洲及北美洲均有分布。,喜歡出現在凍原、高山草原、海邊之類的開闊地。,個體的毛色深淺不同，深的接近黑色，淺的近乎白色。棕熊的肩部有明顯的隆起。,棕熊因為體型的關係不太爬樹。牠們的移動速度卻能夠達到每小時56公里左右。白天躲在洞穴，夜晚或清晨出來活動覓食。社會性高，儘管平日都單獨行動，但當某地區有季節性的大量食物時（如鮭魚迴游或野莓成熟時），會聚集在一起覓食。會冬眠，自己在大岩石或大樹根遮蔽的山坡上挖掘洞穴，會重複使用。,果實、種子、葉、昆蟲、魚、鹿。,,,,,,Bear-AB,阿拉斯加棕熊,http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Bear-AB/Bear-AB_Pic01.jpg,阿拉斯加棕熊,http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Bear-AB/Bear-AB_Pic02.jpg,阿拉斯加棕熊,http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Bear-AB/Bear-AB_Pic03.jpg,阿拉斯加棕熊,http://www.zoo.gov.tw/iTAP/03_Animals/TemperateZoneAnimalArea/Bear-AB/Bear-AB_Pic04.jpg,,,,,,,,,,,,2015/11/23,238
